House Number,Street,First Name,Surname,Age,Relationship to Head of House,Marital Status,Gender,Occupation,Infirmity,Religion,Age Group
58,Duchess Harbor,Helen,Hudson,37,Wife,Married,Female,"Doctor, general practice",Not Specified,Catholic,"(30, 40]"
59,Duchess Harbor,Mohammad,Williams,54,Head,Single,Male,"Therapist, nutritional",Not Specified,Christian,"(50, 60]"
60,Duchess Harbor,Sylvia,Kirk,54,Head,Married,Female,Forensic psychologist,Not Specified,Catholic,"(50, 60]"
60,Duchess Harbor,Josh,Kirk,60,Husband,Married,Male,Music therapist,Not Specified,Catholic,"(50, 60]"
60,Duchess Harbor,Nicola,Kirk,20,Daughter,Single,Female,University Student,Not Specified,Not Specified,"(17, 30]"
60,Duchess Harbor,Yvonne,Kirk,7,Daughter,Not Applicable,Female,Student,Not Specified,Not Specified,"(0, 17]"
61,Duchess Harbor,Helen,Tyler,30,Head,Single,Female,"Embryologist, clinical",Not Specified,Not Specified,"(17, 30]"
61,Duchess Harbor,Owen,Cooper,32,Partner,Single,Male,Theme park manager,Not Specified,Not Specified,"(30, 40]"
62,Duchess Harbor,Joanna,Cox,54,Head,Married,Female,Management consultant,Not Specified,Not Specified,"(50, 60]"
62,Duchess Harbor,Edward,Cox,56,Husband,Married,Male,Dramatherapist,Not Specified,Not Specified,"(50, 60]"
62,Duchess Harbor,Mandy,Cox,14,Daughter,Not Applicable,Female,Student,Not Specified,Not Specified,"(0, 17]"
63,Duchess Harbor,Jill,Perkins,65,Head,Widowed,Female,Unemployed,Not Specified,Muslim,"(60, 70]"
64,Duchess Harbor,Marian,Stevens,50,Head,Single,Female,"Investment banker, operational",Not Specified,Christian,"(40, 50]"
65,Duchess Harbor,Rebecca,Hughes,36,Head,Single,Female,Health physicist,Not Specified,Methodist,"(30, 40]"
65,Duchess Harbor,Jacob,Hughes,5,Step-Son,Not Applicable,Male,Student,Not Specified,Not Specified,"(0, 17]"
66,Duchess Harbor,Dawn,Martin,32,Head,Married,Female,Web designer,Not Specified,Not Specified,"(30, 40]"
66,Duchess Harbor,Graham,Martin,34,Husband,Married,Male,Brewing technologist,Not Specified,Not Specified,"(30, 40]"
66,Duchess Harbor,Jason,Martin,7,Son,Not Applicable,Male,Student,Not Specified,Not Specified,"(0, 17]"
66,Duchess Harbor,Denise,Martin,6,Daughter,Not Applicable,Female,Student,Not Specified,Not Specified,"(0, 17]"
66,Duchess Harbor,Matthew,Whitehead-Martin,3,Son,Not Applicable,Male,Child,Not Specified,Not Specified,"(0, 17]"
67,Duchess Harbor,Joyce,Hancock,25,Head,Single,Female,"Scientist, research (physical sciences)",Not Specified,Catholic,"(17, 30]"
67,Duchess Harbor,Russell,Taylor,27,Partner,Single,Male,Actor,Not Specified,Catholic,"(17, 30]"
67,Duchess Harbor,Gavin,Hancock,0,Son,Not Applicable,Male,Child,Not Specified,Not Specified,
67,Duchess Harbor,Jade,Lawrence,40,Lodger,Single,Female,Surgeon,Disabled,Not Specified,"(30, 40]"
68,Duchess Harbor,Catherine,Evans,26,Head,Single,Female,Immunologist,Not Specified,Catholic,"(17, 30]"
69,Duchess Harbor,Rebecca,Williamson,55,Head,Married,Female,Dietitian,Not Specified,Not Specified,"(50, 60]"
69,Duchess Harbor,Roger,Barrett,55,Husband,Married,Male,Newspaper journalist,Not Specified,Not Specified,"(50, 60]"
69,Duchess Harbor,Vincent,Williamson,3,Son,Not Applicable,Male,Child,Not Specified,Not Specified,"(0, 17]"
69,Duchess Harbor,David,Williamson,2,Son,Not Applicable,Male,Child,Not Specified,Not Specified,"(0, 17]"
70,Duchess Harbor,Edward,Thomas,30,Head,Single,Male,Health visitor,Not Specified,Christian,"(17, 30]"
70,Duchess Harbor,Deborah,Archer,30,Partner,Single,Female,"Research officer, government",Not Specified,Christian,"(17, 30]"
71,Duchess Harbor,Lynda,Lane,53,Head,Married,Female,Water quality scientist,Not Specified,Methodist,"(50, 60]"
71,Duchess Harbor,William,Lane,55,Husband,Married,Male,"Engineer, mining",Not Specified,Methodist,"(50, 60]"
71,Duchess Harbor,Leigh,Lane,12,Son,Not Applicable,Male,Student,Not Specified,Not Specified,"(0, 17]"
71,Duchess Harbor,Carolyn,Lane,7,Daughter,Not Applicable,Female,Student,Not Specified,Not Specified,"(0, 17]"
71,Duchess Harbor,Olivia,Lane,7,Daughter,Not Applicable,Female,Student,Not Specified,Not Specified,"(0, 17]"
72,Duchess Harbor,Rosemary,Norman,56,Head,Single,Female,Banker,Not Specified,Methodist,"(50, 60]"
72,Duchess Harbor,Steven,Reeves,60,Partner,Single,Male,Museum/gallery curator,Not Specified,Methodist,"(50, 60]"
73,Duchess Harbor,Lauren,Green,20,Head,Single,Female,University Student,Not Specified,Not Specified,"(17, 30]"
73,Duchess Harbor,Jake,Williams,20,Not Specified,Single,Male,University Student,Not Specified,Catholic,"(17, 30]"
74,Duchess Harbor,Lewis,Watson,37,Head,Single,Male,Furniture conservator/restorer,Not Specified,Not Specified,"(30, 40]"
74,Duchess Harbor,Richard,Smith,22,Not Specified,Single,Male,University Student,Not Specified,Sikh,"(17, 30]"
74,Duchess Harbor,Glenn,Hyde,61,Not Specified,Single,Male,"Administrator, sports",Not Specified,Not Specified,"(60, 70]"
74,Duchess Harbor,Melanie,Moss,20,Not Specified,Single,Female,University Student,Not Specified,Not Specified,"(17, 30]"
74,Duchess Harbor,Linda,Knight,20,Not Specified,Single,Female,University Student,Not Specified,Not Specified,"(17, 30]"
75,Duchess Harbor,Christine,Owens,49,Head,Divorced,Female,Unemployed,Not Specified,Catholic,"(40, 50]"
76,Duchess Harbor,Paula,Webb,42,Head,Single,Female,Unemployed,Not Specified,Not Specified,"(40, 50]"
76,Duchess Harbor,Shirley,Webb,7,Daughter,Not Applicable,Female,Student,Not Specified,Not Specified,"(0, 17]"
76,Duchess Harbor,Wendy,Webb,2,Daughter,Not Applicable,Female,Child,Not Specified,Not Specified,"(0, 17]"
76,Duchess Harbor,Dawn,Webb,1,Daughter,Not Applicable,Female,Child,Not Specified,Not Specified,"(0, 17]"
76,Duchess Harbor,Shaun,Webb,0,Son,Not Applicable,Male,Child,Deaf,Not Specified,
77,Duchess Harbor,Terence,Pearce,61,Head,Married,Male,Leisure centre manager,Not Specified,Christian,"(60, 70]"
77,Duchess Harbor,Eileen,Pearce,59,Wife,Married,Female,Legal secretary,Not Specified,Not Specified,"(50, 60]"
77,Duchess Harbor,Lesley,Pearce,30,Daughter,Single,Female,Automotive engineer,Not Specified,Christian,"(17, 30]"
77,Duchess Harbor,Helen,Pearce,23,Daughter,Single,Female,"Surveyor, hydrographic",Not Specified,Not Specified,"(17, 30]"
78,Duchess Harbor,Gordon,Khan,60,Head,Single,Male,Company secretary,Not Specified,Christian,"(50, 60]"
79,Duchess Harbor,Cameron,Wood,22,Head,Married,Male,University Student,Not Specified,Muslim,"(17, 30]"
79,Duchess Harbor,Jemma,Wood,20,Wife,Married,Female,University Student,Not Specified,Muslim,"(17, 30]"
80,Duchess Harbor,Ashley,Thompson,64,Head,Married,Male,Travel agency manager,Not Specified,Christian,"(60, 70]"
80,Duchess Harbor,Annette,Thompson,58,Wife,Married,Female,Music therapist,Not Specified,Not Specified,"(50, 60]"
80,Duchess Harbor,Alex,Thompson,7,Grandson,Not Applicable,Male,Student,Not Specified,Not Specified,"(0, 17]"
80,Duchess Harbor,Jemma,Thompson,0,Granddaughter,Not Applicable,Female,Child,Not Specified,Not Specified,
80,Duchess Harbor,Stephen,Ross,0,Grandson,Not Applicable,Male,Child,Not Specified,Not Specified,
81,Duchess Harbor,Natasha,Wilson,22,Head,Single,Female,University Student,Not Specified,Not Specified,"(17, 30]"
81,Duchess Harbor,Jacob,Patel,18,Not Specified,Single,Male,University Student,Not Specified,Christian,"(17, 30]"
81,Duchess Harbor,Ruth,Coles,18,Not Specified,Single,Female,University Student,Not Specified,Christian,"(17, 30]"
81,Duchess Harbor,Brian,Ellis,19,Not Specified,Single,Male,University Student,Not Specified,Methodist,"(17, 30]"
82,Duchess Harbor,Angela,Roberts,41,Head,Divorced,Female,Interior and spatial designer,Not Specified,Not Specified,"(40, 50]"
82,Duchess Harbor,Brian,Roberts,3,Son,Not Applicable,Male,Child,Not Specified,Not Specified,"(0, 17]"
83,Duchess Harbor,Marian,Gibson,57,Head,Married,Female,Best boy,Not Specified,Not Specified,"(50, 60]"
83,Duchess Harbor,Timothy,Gibson,59,Husband,Married,Male,Contracting civil engineer,Not Specified,Not Specified,"(50, 60]"
84,Duchess Harbor,Patricia,Brown,41,Head,Married,Female,Dealer,Not Specified,Not Specified,"(40, 50]"
84,Duchess Harbor,Elliott,Brown,39,Husband,Married,Male,Barrister's clerk,Not Specified,Not Specified,"(30, 40]"
84,Duchess Harbor,Rachel,Brown,18,Daughter,Single,Female,Student,Not Specified,Not Specified,"(17, 30]"
84,Duchess Harbor,Jennifer,Brown,13,Daughter,Not Applicable,Female,Student,Not Specified,Not Specified,"(0, 17]"
85,Duchess Harbor,Chelsea,Gill,45,Head,Married,Female,Computer games developer,Not Specified,Methodist,"(40, 50]"
85,Duchess Harbor,Ian,Gill,47,Husband,Married,Male,Local government officer,Not Specified,Not Specified,"(40, 50]"
85,Duchess Harbor,Claire,Gill,10,Daughter,Not Applicable,Female,Student,Not Specified,Not Specified,"(0, 17]"
86,Duchess Harbor,Richard,Cox,101,Head,Widowed,Male,Retired Health physicist,Not Specified,Methodist,
87,Duchess Harbor,Hollie,Walker,52,Head,Married,Female,Insurance underwriter,Not Specified,Not Specified,"(50, 60]"
87,Duchess Harbor,Gerald,Walker,55,Husband,Married,Male,Clothing/textile technologist,Not Specified,Not Specified,"(50, 60]"
87,Duchess Harbor,Douglas,Walker,10,Grandson,Not Applicable,Male,Student,Not Specified,Not Specified,"(0, 17]"
88,Duchess Harbor,Ross,Taylor,41,Head,Single,Male,Hospital doctor,Not Specified,Christian,"(40, 50]"
89,Duchess Harbor,Paul,Russell,47,Head,Single,Male,Publishing copy,Not Specified,Sikh,"(40, 50]"
89,Duchess Harbor,Diana,Johnson,46,Partner,Single,Female,Dancer,Not Specified,Sikh,"(40, 50]"
90,Duchess Harbor,Dorothy,Brown,43,Head,Single,Female,Investment analyst,Not Specified,Not Specified,"(40, 50]"
90,Duchess Harbor,Phillip,Brown,46,Partner,Single,Male,Dance movement psychotherapist,Not Specified,Not Specified,"(40, 50]"
90,Duchess Harbor,Kimberley,Brown,15,Daughter,Not Applicable,Female,Student,Not Specified,Not Specified,"(0, 17]"
91,Duchess Harbor,Judith,Lowe,43,Head,Single,Female,Leisure centre manager,Not Specified,Christian,"(40, 50]"
91,Duchess Harbor,Emma,Lowe,9,Daughter,Not Applicable,Female,Student,Not Specified,Not Specified,"(0, 17]"
91,Duchess Harbor,Carole,Lowe,5,Daughter,Not Applicable,Female,Student,Not Specified,Not Specified,"(0, 17]"
91,Duchess Harbor,Ben,Lowe,5,Son,Not Applicable,Male,Student,Not Specified,Not Specified,"(0, 17]"
91,Duchess Harbor,Georgina,Lowe,2,Daughter,Not Applicable,Female,Child,Not Specified,Not Specified,"(0, 17]"
92,Duchess Harbor,Billy,Curtis,64,Head,Single,Male,"Scientist, research (maths)",Not Specified,Catholic,"(60, 70]"
93,Duchess Harbor,Dorothy,Martin,36,Head,Divorced,Female,Unemployed,Not Specified,Not Specified,"(30, 40]"
93,Duchess Harbor,Robert,Martin,0,Son,Not Applicable,Male,Child,Not Specified,Not Specified,
94,Duchess Harbor,Hugh,Bird,18,Head,Single,Male,University Student,Not Specified,Methodist,"(17, 30]"
94,Duchess Harbor,Rebecca,Begum,21,Not Specified,Single,Female,University Student,Not Specified,Catholic,"(17, 30]"
95,Duchess Harbor,Hannah,Smith,73,Head,Single,Female,Retired Food technologist,Not Specified,Christian,"(70, 80]"
96,Duchess Harbor,Phillip,Little,41,Head,Divorced,Male,Chief Executive Officer,Not Specified,Catholic,"(40, 50]"
97,Duchess Harbor,Marc,Gray,71,Head,Divorced,Male,Retired Estate agent,Not Specified,Christian,"(70, 80]"
97,Duchess Harbor,Abbie,Smith,15,Granddaughter,Not Applicable,Female,Student,Not Specified,Not Specified,"(0, 17]"
98,Duchess Harbor,Louise,Turner,57,Head,Married,Female,"Accountant, chartered management",Not Specified,Not Specified,"(50, 60]"
98,Duchess Harbor,Gerard,Turner,59,Husband,Married,Male,"Development worker, community",Not Specified,Not Specified,"(50, 60]"
98,Duchess Harbor,George,Turner,39,Son,Single,Male,"Radiographer, therapeutic",Not Specified,Not Specified,"(30, 40]"
98,Duchess Harbor,Leigh,Turner,39,Son,Single,Male,Armed forces technical officer,Not Specified,Not Specified,"(30, 40]"
98,Duchess Harbor,Caroline,Turner,39,Daughter,Single,Female,Unemployed,Not Specified,Not Specified,"(30, 40]"
99,Duchess Harbor,Carly,Barry,20,Head,Single,Female,University Student,Not Specified,Methodist,"(17, 30]"
99,Duchess Harbor,Justin,Brooks,60,Not Specified,Single,Male,Quality manager,Not Specified,Not Specified,"(50, 60]"
99,Duchess Harbor,Mohamed,Powell,51,Not Specified,Single,Male,"Designer, fashion/clothing",Not Specified,Catholic,"(50, 60]"
99,Duchess Harbor,Lauren,Martin,29,Not Specified,Single,Female,Dramatherapist,Not Specified,Not Specified,"(17, 30]"
100,Duchess Harbor,Harriet,Bruce-West,29,Head,Divorced,Female,"Horticulturist, commercial",Not Specified,Not Specified,"(17, 30]"
100,Duchess Harbor,Amy,Bruce-West,3,Daughter,Not Applicable,Female,Child,Not Specified,Not Specified,"(0, 17]"
101,Duchess Harbor,Lewis,Donnelly,45,Head,Married,Male,Pensions consultant,Not Specified,Catholic,"(40, 50]"
101,Duchess Harbor,Jill,Donnelly,40,Wife,Married,Female,Optometrist,Not Specified,Not Specified,"(30, 40]"
102,Duchess Harbor,Jeffrey,Lowe,18,Head,Single,Male,Student, ,Not Specified,"(17, 30]"
102,Duchess Harbor,Gemma,Hughes,19,Partner,Single,Female,University Student,Not Specified,Not Specified,"(17, 30]"
103,Duchess Harbor,Diana,Moore,18,Head,Divorced,Female,Student,Not Specified,Not Specified,"(17, 30]"
104,Duchess Harbor,Linda,Osborne,39,Head,Married,Female,Information officer,Not Specified,Christian,"(30, 40]"
104,Duchess Harbor,Norman,Osborne,43,Husband,Married,Male,Research scientist (maths),Not Specified,Not Specified,"(40, 50]"
105,Duchess Harbor,Martin,Berry,42,Head,Single,Male,Neurosurgeon,Not Specified,Catholic,"(40, 50]"
105,Duchess Harbor,Dawn,Brown,40,Partner,Single,Female,Youth worker,Not Specified,Catholic,"(30, 40]"
106,Duchess Harbor,Shirley,Bull,62,Head,Divorced,Female,Unemployed,Not Specified,Christian,"(60, 70]"
106,Duchess Harbor,Jenna,Bull,42,Daughter,Single,Female,Chief Executive Officer,Not Specified,Not Specified,"(40, 50]"
106,Duchess Harbor,Trevor,Bull,36,Son,Single,Male,Counsellor,Not Specified,Christian,"(30, 40]"
106,Duchess Harbor,Daniel,Bull,33,Son,Widowed,Male,Acupuncturist,Not Specified,Not Specified,"(30, 40]"
106,Duchess Harbor,Sophie,Bull,31,Daughter,Divorced,Female,Bonds trader,Not Specified,Not Specified,"(30, 40]"
107,Duchess Harbor,Francesca,James,76,Head,Married,Female,Retired Marine scientist,Not Specified,Not Specified,"(70, 80]"
107,Duchess Harbor,Alexander,James,79,Husband,Married,Male,Retired Charity fundraiser,Not Specified,Not Specified,"(70, 80]"
108,Duchess Harbor,Julia,Spencer,59,Head,Single,Female,"Engineer, civil (contracting)",Not Specified,Christian,"(50, 60]"
108,Duchess Harbor,James,Taylor,60,Partner,Single,Male,English as a foreign language teacher,Not Specified,Not Specified,"(50, 60]"
109,Duchess Harbor,Ronald,Jackson,88,Head,Married,Male,Retired Landscape architect,Not Specified,Methodist,"(80, 90]"
109,Duchess Harbor,Geraldine,Jackson,89,Wife,Married,Female,Retired Forest/woodland manager,Not Specified,Not Specified,"(80, 90]"
110,Duchess Harbor,Kayleigh,Farrell,51,Head,Married,Female,Museum/gallery curator,Not Specified,Not Specified,"(50, 60]"
110,Duchess Harbor,Justin,Farrell,55,Husband,Married,Male,Trade mark attorney,Not Specified,Not Specified,"(50, 60]"
110,Duchess Harbor,Emily,Farrell,14,Granddaughter,Not Applicable,Female,Student,Not Specified,Not Specified,"(0, 17]"
110,Duchess Harbor,Wendy,Foster,10,Granddaughter,Not Applicable,Female,Student,Not Specified,Not Specified,"(0, 17]"
110,Duchess Harbor,Donald,Smith,7,Grandson,Not Applicable,Male,Student,Not Specified,Not Specified,"(0, 17]"
111,Duchess Harbor,Donald,Dunn,51,Head,Married,Male,Psychiatric nurse,Not Specified,Not Specified,"(50, 60]"
111,Duchess Harbor,Joanna,Dunn,48,Wife,Married,Female,Retail banker,Not Specified,Not Specified,"(40, 50]"
111,Duchess Harbor,Rosie,Dunn,3,Daughter,Not Applicable,Female,Child,Not Specified,Not Specified,"(0, 17]"
111,Duchess Harbor,Timothy,Dunn,0,Son,Not Applicable,Male,Child,Not Specified,Not Specified,
112,Duchess Harbor,Paula,James,67,Head,Widowed,Female,Unemployed,Not Specified,Not Specified,"(60, 70]"
112,Duchess Harbor,Beth,James,29,Daughter,Single,Female,Graphic designer,Not Specified,Not Specified,"(17, 30]"
112,Duchess Harbor,Philip,James,25,Son,Single,Male,Unemployed,Not Specified,Not Specified,"(17, 30]"
113,Duchess Harbor,Leon,Hall,67,Head,Single,Male,Unemployed,Not Specified,Methodist,"(60, 70]"
113,Duchess Harbor,Glenn,Hall,40,Son,Divorced,Male,Teaching laboratory technician,Not Specified,Methodist,"(30, 40]"
113,Duchess Harbor,Amber,Hall,38,Daughter,Single,Female,Trade mark attorney,Not Specified,Not Specified,"(30, 40]"
114,Duchess Harbor,Anne,Wright,77,Head,Married,Female,"Retired Surveyor, commercial/residential",Not Specified,Christian,"(70, 80]"
114,Duchess Harbor,Bradley,Wright,76,Husband,Married,Male,Retired Chiropractor,Not Specified,Not Specified,"(70, 80]"
115,Duchess Harbor,James,Powell,28,Head,Married,Male,Musician,Not Specified,Sikh,"(17, 30]"
115,Duchess Harbor,Lorraine,Powell,26,Wife,Married,Female,Chartered loss adjuster,Not Specified,Not Specified,"(17, 30]"
115,Duchess Harbor,Aimee,Powell,7,Daughter,Not Applicable,Female,Student,Not Specified,Not Specified,"(0, 17]"
115,Duchess Harbor,Ross,Powell,5,Son,Not Applicable,Male,Student,Not Specified,Not Specified,"(0, 17]"
116,Duchess Harbor,Alan,Green,35,Head,Single,Male,Hospital pharmacist,Not Specified,Catholic,"(30, 40]"
116,Duchess Harbor,Samuel,Wood,45,Not Specified,Single,Male,"Scientist, product/process development",Not Specified,Not Specified,"(40, 50]"
116,Duchess Harbor,Joe,Collins,19,Not Specified,Single,Male,Sports therapist,Not Specified,Catholic,"(17, 30]"
116,Duchess Harbor,Shirley,Archer,51,Not Specified,Single,Female,Chief Financial Officer,Not Specified,Catholic,"(50, 60]"
116,Duchess Harbor,Diana,Thomas,39,Not Specified,Single,Female,"Librarian, academic",Not Specified,Methodist,"(30, 40]"
117,Duchess Harbor,Darren,Pearce,36,Head,Single,Male,Records manager,Not Specified,Christian,"(30, 40]"
117,Duchess Harbor,Stephanie,Bell,38,Partner,Single,Female,Plant breeder/geneticist,Not Specified,Christian,"(30, 40]"
117,Duchess Harbor,Marie,Pearce,17,Daughter,Not Applicable,Female,Student,Not Specified,Not Specified,"(0, 17]"
118,Duchess Harbor,Wayne,Cole,21,Head,Single,Male,University Student,Not Specified,Christian,"(17, 30]"
118,Duchess Harbor,Trevor,Clarke,19,Not Specified,Single,Male,University Student,Not Specified,Christian,"(17, 30]"
119,Duchess Harbor,Dennis,Chadwick,78,Head,Married,Male,Retired Biomedical engineer,Not Specified,Christian,"(70, 80]"
119,Duchess Harbor,Deborah,Chadwick,77,Wife,Married,Female,Retired Architect,Not Specified,Christian,"(70, 80]"
120,Duchess Harbor,Molly,Elliott,37,Head,Single,Female,Unemployed,Not Specified,Methodist,"(30, 40]"
120,Duchess Harbor,June,Elliott,6,Daughter,Not Applicable,Female,Student,Not Specified,Not Specified,"(0, 17]"
120,Duchess Harbor,Louis,Elliott,3,Son,Not Applicable,Male,Child,Not Specified,Not Specified,"(0, 17]"
120,Duchess Harbor,Janet,Elliott,2,Daughter,Not Applicable,Female,Child,Not Specified,Not Specified,"(0, 17]"
120,Duchess Harbor,Leonard,Smith,61,Lodger,Single,Male,Unemployed,Not Specified,Methodist,"(60, 70]"
121,Duchess Harbor,Kathryn,Bishop,46,Head,Divorced,Female,Plant breeder/geneticist,Not Specified,Christian,"(40, 50]"
121,Duchess Harbor,James,Bishop,11,Son,Not Applicable,Male,Student,Not Specified,Not Specified,"(0, 17]"
122,Duchess Harbor,Harriet,Edwards,28,Head,Single,Female,Technical sales engineer,Not Specified,Not Specified,"(17, 30]"
123,Duchess Harbor,Leah,Lewis,62,Head,Single,Female,Geoscientist,Not Specified,Not Specified,"(60, 70]"
123,Duchess Harbor,Geoffrey,Grant,65,Partner,Single,Male,Archivist,Not Specified,Not Specified,"(60, 70]"
124,Duchess Harbor,Heather,Rice,52,Head,Married,Female,Pension scheme manager,Not Specified,Not Specified,"(50, 60]"
124,Duchess Harbor,George,Rice,55,Husband,Married,Male,Ship broker,Not Specified,Not Specified,"(50, 60]"
124,Duchess Harbor,Richard,Rice,24,Son,Single,Male,"Engineer, aeronautical",Not Specified,Not Specified,"(17, 30]"
124,Duchess Harbor,Dale,Rice,4,Son,Not Applicable,Male,Child,Not Specified,Not Specified,"(0, 17]"
125,Duchess Harbor,Nathan,Rose,61,Head,Single,Male,"Scientist, forensic",Not Specified,Not Specified,"(60, 70]"
125,Duchess Harbor,Sally,Murray,58,Not Specified,Single,Female,Adult guidance worker,Not Specified,Christian,"(50, 60]"
125,Duchess Harbor,Grace,Hamilton,56,Not Specified,Single,Female,Clinical molecular geneticist,Not Specified,Catholic,"(50, 60]"
125,Duchess Harbor,Nicola,Jones,51,Not Specified,Single,Female,Immigration officer,Not Specified,Christian,"(50, 60]"
126,Duchess Harbor,Laura,Davies,38,Head,Married,Female,Unemployed,Not Specified,Catholic,"(30, 40]"
126,Duchess Harbor,Andrew,Davies,40,Husband,Married,Male,Technical sales engineer,Not Specified,Not Specified,"(30, 40]"
126,Duchess Harbor,Melissa,Davies,9,Daughter,Not Applicable,Female,Student,Not Specified,Not Specified,"(0, 17]"
126,Duchess Harbor,Zoe,Davies,4,Daughter,Not Applicable,Female,Child,Not Specified,Not Specified,"(0, 17]"
127,Duchess Harbor,Katherine,Cooper,54,Head,Married,Female,Advertising account executive,Not Specified,Christian,"(50, 60]"
127,Duchess Harbor,Julian,Cooper,56,Husband,Married,Male,Race relations officer,Not Specified,Christian,"(50, 60]"
128,Duchess Harbor,Danielle,Davidson,29,Head,Divorced,Female,Press photographer,Not Specified,Sikh,"(17, 30]"
129,Duchess Harbor,Terry,Wilson,65,Head,Married,Male,Unemployed,Not Specified,Catholic,"(60, 70]"
129,Duchess Harbor,Nicola,Wilson,70,Wife,Married,Female,Retired Primary school teacher,Not Specified,Not Specified,"(60, 70]"
1,Francis Estate,Hollie,May,41,Head,Divorced,Female,Unemployed,Not Specified,Christian,"(40, 50]"
1,Francis Estate,Stephanie,Barker-May,1,Daughter,Not Applicable,Female,Child,Not Specified,Not Specified,"(0, 17]"
2,Francis Estate,Lucy,Williams,30,Head,Married,Female,Meteorologist,Not Specified,Christian,"(17, 30]"
2,Francis Estate,Maurice,Williams,32,Husband,Married,Male,Clothing/textile technologist,Physical Disability,Not Specified,"(30, 40]"
2,Francis Estate,Russell,Walker,53,Lodger,Divorced,Male,"Optician, dispensing",Not Specified,Not Specified,"(50, 60]"
2,Francis Estate,Molly,White,33,Lodger,Single,Female,Art therapist,Not Specified,Not Specified,"(30, 40]"
2,Francis Estate,Brett,Hall,22,Lodger,Single,Male,University Student,Not Specified,Catholic,"(17, 30]"
3,Francis Estate,Gail,Parsons,61,Head,Single,Female,Network engineer,Not Specified,Not Specified,"(60, 70]"
3,Francis Estate,Clifford,Allen,21,Not Specified,Single,Male,University Student,Not Specified,Not Specified,"(17, 30]"
3,Francis Estate,Hollie,Williamson,49,Not Specified,Single,Female,Clothing/textile technologist,Not Specified,Catholic,"(40, 50]"
3,Francis Estate,Mohammad,Lloyd,40,Not Specified,Single,Male,Financial planner,Not Specified,Christian,"(30, 40]"
3,Francis Estate,Alexandra,Dobson,26,Not Specified,Single,Female,Corporate investment banker,Not Specified,Not Specified,"(17, 30]"
4,Francis Estate,Eileen,Morris,68,Head,Widowed,Female,"Retired Psychologist, occupational",Not Specified,Christian,"(60, 70]"
4,Francis Estate,Hilary,Morris,44,Daughter,Single,Female,Aid worker,Not Specified,Christian,"(40, 50]"
5,Francis Estate,Danielle,Briggs,44,Head,Married,Female,International aid/development worker,Not Specified,Not Specified,"(40, 50]"
5,Francis Estate,Gerard,Briggs,41,Husband,Married,Male,Haematologist,Not Specified,Not Specified,"(40, 50]"
5,Francis Estate,Albert,Briggs,21,Son,Single,Male,Best boy,Not Specified,Not Specified,"(17, 30]"
5,Francis Estate,Kayleigh,Briggs,16,Daughter,Not Applicable,Female,Student,Not Specified,Not Specified,"(0, 17]"
6,Francis Estate,Alexander,Cox,51,Head,Single,Male,"Research officer, trade union",Not Specified,Christian,"(50, 60]"
6,Francis Estate,Kerry,Porter,50,Partner,Single,Female,"Accountant, chartered management",Not Specified,Not Specified,"(40, 50]"
7,Francis Estate,Sarah,Hussain,45,Head,Single,Female,Unemployed,Not Specified,Catholic,"(40, 50]"
7,Francis Estate,Neil,Hussain,10,Son,Not Applicable,Male,Student,Not Specified,Not Specified,"(0, 17]"
8,Francis Estate,Charlene,Thomas,32,Head,Married,Female,"Producer, radio",Not Specified,Catholic,"(30, 40]"
8,Francis Estate,Owen,Thomas,36,Husband,Married,Male,"Engineer, broadcasting (operations)",Not Specified,Not Specified,"(30, 40]"
8,Francis Estate,Lynn,Thomas,15,Daughter,Not Applicable,Female,Student,Not Specified,Not Specified,"(0, 17]"
9,Francis Estate,Melanie,Harrison,24,Head,Married,Female,Film/video editor,Not Specified,Not Specified,"(17, 30]"
9,Francis Estate,Christian,Harrison,23,Husband,Married,Male,Unemployed,Not Specified,Not Specified,"(17, 30]"
9,Francis Estate,Owen,Harrison,7,Son,Not Applicable,Male,Student,Not Specified,Not Specified,"(0, 17]"
9,Francis Estate,Diana,Harrison,4,Daughter,Not Applicable,Female,Child,Not Specified,Not Specified,"(0, 17]"
9,Francis Estate,Caroline,Harrison,1,Daughter,Not Applicable,Female,Child,Not Specified,Not Specified,"(0, 17]"
10,Francis Estate,Mohammad,Ward,42,Head,Married,Male,Tax inspector,Not Specified,Catholic,"(40, 50]"
10,Francis Estate,Ashley,Barnett,39,Husband,Married,Male,Tourist information centre manager,Not Specified,Catholic,"(30, 40]"
11,Francis Estate,Elizabeth,Pugh,73,Head,Single,Female,"Retired Psychologist, counselling",Not Specified,Not Specified,"(70, 80]"
12,Francis Estate,Jill,Morgan,50,Head,Married,Female,"Engineer, technical sales",Not Specified,Catholic,"(40, 50]"
12,Francis Estate,Marc,Morgan,57,Husband,Married,Male,Unemployed,Not Specified,Catholic,"(50, 60]"
12,Francis Estate,Lynne,Turner,26,Not Specified,Married,Female,"Buyer, industrial",Not Specified,Methodist,"(17, 30]"
12,Francis Estate,Mitchell,Turner,28,Not Specified,Married,Male,"Designer, graphic",Not Specified,Methodist,"(17, 30]"
13,Francis Estate,Deborah,Newton,25,Head,Single,Female,Air traffic controller,Not Specified,Not Specified,"(17, 30]"
14,Francis Estate,Lauren,Herbert,87,Head,Divorced,Female,"Retired Restaurant manager, fast food",Not Specified,Not Specified,"(80, 90]"
