House Number,Street,First Name,Surname,Age,Relationship to Head of House,Marital Status,Gender,Occupation,Infirmity,Religion
28,Newport Road,Lisa,Murray,50.0,Wife,Married,Female,Historic buildings inspector/conservation officer,None,Christian
28,Newport Road,Melissa,Murray,16.0,Daughter,,Female,Student,None,
28,Newport Road,Kim,Murray,13.0,Daughter,,Female,Student,None,
29,Newport Road,Iain,Richards,47.0,Head,Married,Male,Barrister's clerk,None,None
29,Newport Road,Alexandra,Richards,50.0,Wife,Married,Female,Structural engineer,None,None
30,Newport Road,Carol,Morton,31.0,Head,Married,Female,Barista,None,Christian
30,Newport Road,Ian,Morton,30.0,Husband,Married,Male,"Conservator, museum/gallery",None,Christian
30,Newport Road,Wendy,Morton,7.0,Daughter,,Female,Student,None,
30,Newport Road,Joseph,Morton,4.0,Son,,Male,Child,None,
31,Newport Road,Nicola,Skinner,50.0,Head,Married,Female,"Psychologist, educational",None,Christian
31,Newport Road,Graham,Skinner,55.0,Husband,Married,Male,Personal assistant,None,Christian
32,Newport Road,Paul,Watson,57.0,Head,Single,Male,Video editor,None,Christian
32,Newport Road,Rebecca,Watson,27.0,Daughter,Single,Female,Surgeon,None,Christian
33,Newport Road,Nigel,Burgess,33.0,Head,Single,Male,"Engineer, water",None,None
33,Newport Road,Frederick,Sanderson,27.0,None,Single,Male,Fast food restaurant manager,None,None
33,Newport Road,Thomas,Green,23.0,None,Single,Male,Optometrist,None,Methodist
34,Newport Road,Amanda,Evans,60.0,Head,Married,Female,Clothing/textile technologist,None,Christian
34,Newport Road,Keith,Evans,60.0,Husband,Married,Male,Unemployed,Mental Disability,None
34,Newport Road,Justin,Evans,39.0,Son,Single,Male,Contracting civil engineer,None,None
35,Newport Road,Andrew,Johnson,36.0,Head,Married,Male,Community development worker,None,None
35,Newport Road,Maria,Johnson,33.0,Wife,Married,Female,"Psychologist, sport and exercise",None,None
35,Newport Road,Annette,Johnson,0.0,Daughter,,Female,Child,None,
35,Newport Road,Samantha,Nixon-Johnson,0.0,Daughter,,Female,Child,None,
36,Newport Road,Kayleigh,Mills,48.0,Head,Single,Female,Environmental consultant,None,None
36,Newport Road,Hilary,Parker,28.0,None,Single,Female,Archaeologist,None,None
37,Newport Road,Danny,Dixon,19.0,Head,Single,Male,University Student,None,None
37,Newport Road,Donna,Bell,19.0,Partner,Single,Female,University Student,None,None
38,Newport Road,Leonard,Wright,85.0,Head,Married,Male,"Retired Sales professional, IT",None,Catholic
38,Newport Road,Vanessa,Wright,78.0,Wife,Married,Female,Retired Statistician,None,Christian
39,Newport Road,Donna,Rogers,36.0,Head,Single,Female,Wellsite geologist,None,Catholic
39,Newport Road,Christian,Hill,37.0,Partner,Single,Male,Product manager,None,Catholic
39,Newport Road,Edward,Rogers,5.0,Son,,Male,Student,None,
40,Newport Road,Diana,Holloway,65.0,Head,Divorced,Female,Restaurant manager,None,Christian
40,Newport Road,Jack,Holloway,39.0,Son,Single,Male,Personal assistant,None,Christian
41,Newport Road,Dale,Nicholson,86.0,Head,Married,Male,Retired Biomedical scientist,None,Christian
41,Newport Road,Christine,Nicholson,80.0,Wife,Married,Female,"Retired Designer, fashion/clothing",None,Christian
42,Newport Road,Karen,Holmes,46.0,Head,Married,Female,"Scientist, water quality",None,None
42,Newport Road,Leon,Holmes,52.0,Husband,Married,Male,Chiropractor,None,None
43,Newport Road,Derek,Hunter,52.0,Head,Married,Male,Electrical engineer,None,Christian
43,Newport Road,Lynda,Hunter,57.0,Wife,Married,Female,Land,None,None
44,Newport Road,Hilary,Smith,51.0,Head,Married,Female,Magazine journalist,None,None
44,Newport Road,Charlie,Smith,53.0,Husband,Married,Male,"Scientist, research (physical sciences)",None,None
44,Newport Road,Frederick,Davis-Smith,17.0,Son,,Male,Student,None,
44,Newport Road,Natalie,Davis-Smith,15.0,Daughter,,Female,Student,None,
44,Newport Road,Hayley,Davis-Smith,15.0,Daughter,,Female,Student,None,
45,Newport Road,Charlotte,Smith,54.0,Head,Married,Female,Occupational psychologist,None,Methodist
45,Newport Road,Marc,Smith,59.0,Husband,Married,Male,Building services engineer,None,Methodist
45,Newport Road,Victor,Smith,15.0,Son,,Male,Student,None,
46,Newport Road,Georgina,White,73.0,Head,Married,Female,"Retired Accountant, chartered public finance",None,Christian
46,Newport Road,James,White,71.0,Husband,Married,Male,Retired Interior and spatial designer,None,Christian
47,Newport Road,Zoe,Hanson,37.0,Head,Divorced,Female,"Geologist, wellsite",None,None
47,Newport Road,Joyce,Hanson,2.0,Daughter,,Female,Child,None,
47,Newport Road,Jordan,Bibi,41.0,Lodger,Single,Male,"Engineer, civil (contracting)",None,Methodist
48,Newport Road,Lucy,John,62.0,Head,Single,Female,"Scientist, research (physical sciences)",None,Christian
48,Newport Road,Jeffrey,John,38.0,Son,Single,Male,"Teacher, secondary school",None,Christian
49,Newport Road,Rebecca,Jones,43.0,Head,Married,Female,Unemployed,None,None
49,Newport Road,Charles,Jones,47.0,Husband,Married,Male,Meteorologist,None,None
49,Newport Road,Alison,Jones,18.0,Daughter,Single,Female,Student,None,None
49,Newport Road,Jake,Jones,14.0,Son,,Male,Student,None,
50,Newport Road,Amanda,Kay,20.0,Head,Married,Female,University Student,None,Catholic
50,Newport Road,Ronald,Kay,21.0,Husband,Married,Male,Research scientist (physical sciences),None,None
51,Newport Road,Shane,Collins,36.0,Head,Single,Male,Proofreader,None,Catholic
52,Newport Road,Alexandra,Perkins,38.0,Head,Married,Female,Art therapist,None,None
52,Newport Road,Gerald,Perkins,40.0,Husband,Married,Male,"Copywriter, advertising",None,None
52,Newport Road,Samantha,Perkins,16.0,Daughter,,Female,Student,None,
52,Newport Road,Barbara,Perkins,13.0,Daughter,,Female,Student,None,
53,Newport Road,Ann,Conway,39.0,Head,Married,Female,Museum/gallery conservator,None,None
53,Newport Road,Mathew,Conway,41.0,Husband,Married,Male,Management consultant,None,None
53,Newport Road,Louise,Conway,17.0,Daughter,,Female,Student,None,
53,Newport Road,Howard,Conway,13.0,Son,,Male,Student,None,
53,Newport Road,Derek,Conway,11.0,Son,,Male,Student,None,
1,Bank Avenue,Frank,Hughes,30.0,Head,Married,Male,"Engineer, petroleum",None,Catholic
1,Bank Avenue,Ruth,Hughes,28.0,Wife,Married,Female,Risk analyst,None,Catholic
2,Bank Avenue,Kathleen,Khan,56.0,Head,Married,Female,Copy,None,Methodist
2,Bank Avenue,Andrew,Khan,58.0,Husband,Married,Male,Chief Operating Officer,None,Methodist
2,Bank Avenue,Jill,Robinson-Khan,30.0,Daughter,Divorced,Female,Jewellery designer,None,Methodist
2,Bank Avenue,Christine,Robinson-Khan,29.0,Daughter,Single,Female,Logistics and distribution manager,None,None
2,Bank Avenue,Dorothy,Cooke,25.0,Daughter,Single,Female,"Librarian, academic",None,Methodist
3,Bank Avenue,Jenna,Hamilton,31.0,Head,Divorced,Female,Unemployed,None,None
3,Bank Avenue,Dylan,Hamilton,12.0,Son,,Male,Student,None,
4,Bank Avenue,Gerald,Edwards,38.0,Head,Married,Male,Sports administrator,None,Methodist
4,Bank Avenue,Marion,Edwards,36.0,Wife,Married,Female,"Psychotherapist, child",None,Methodist
4,Bank Avenue,Ronald,Edwards,8.0,Son,,Male,Student,None,
4,Bank Avenue,Kayleigh,Edwards,2.0,Daughter,,Female,Child,None,
5,Bank Avenue,Angela,Thorpe,71.0,Head,Married,Female,Retired Civil Service fast streamer,None,Catholic
5,Bank Avenue,Callum,Thorpe,71.0,Husband,Married,Male,Retired Data scientist,None,None
1,Dove Hills,Tracy,Whitehead,82.0,Head,Married,Female,"Retired Teacher, adult education",None,Christian
1,Dove Hills,Graham,Whitehead,84.0,Husband,Married,Male,Retired Educational psychologist,None,Christian
2,Dove Hills,Jemma,Smith,53.0,Head,Married,Female,Translator,None,Christian
2,Dove Hills,Callum,Smith,58.0,Husband,Married,Male,"Surveyor, land/geomatics",None,Christian
3,Dove Hills,Jennifer,Gray,62.0,Head,Married,Female,"Therapist, occupational",None,Christian
3,Dove Hills,Daniel,Gray,64.0,Husband,Married,Male,Historic buildings inspector/conservation officer,None,Christian
3,Dove Hills,Stacey,Gray,34.0,Daughter,Single,Female,IT sales professional,None,None
3,Dove Hills,Oliver,Gray,31.0,Son,Single,Male,"Buyer, retail",None,None
3,Dove Hills,Jordan,Gray,28.0,Son,Divorced,Male,Applications developer,None,None
4,Dove Hills,Sam,Fitzgerald,63.0,Head,Single,Male,Community education officer,None,Christian
4,Dove Hills,Rosemary,Evans,57.0,Partner,Single,Female,Architectural technologist,None,Christian
5,Dove Hills,Debra,Marsh,47.0,Head,Single,Female,Unemployed,None,None
5,Dove Hills,Amber,Marsh,11.0,Daughter,,Female,Student,None,
5,Dove Hills,Brett,Marsh,2.0,Son,,Male,Child,None,
5,Dove Hills,Philip,Marsh,2.0,Son,,Male,Child,None,
5,Dove Hills,Carol,Marsh,0.0,Daughter,,Female,Child,None,
6,Dove Hills,Josephine,Burton,74.0,Head,Married,Female,Retired Administrator,None,Christian
6,Dove Hills,Stuart,Burton,77.0,Husband,Married,Male,"Retired Copywriter, advertising",None,None
7,Dove Hills,Claire,Smith,32.0,Head,Single,Female,Higher education careers adviser,None,Christian
7,Dove Hills,Chelsea,Smith,4.0,Daughter,,Female,Child,None,
7,Dove Hills,Suzanne,Bradshaw,58.0,Lodger,Divorced,Female,Textile designer,None,Jewish
1,Virgo Lane,Katy,Townsend,40.0,Head,Married,Female,"Engineer, water",None,None
1,Virgo Lane,Sam,Townsend,42.0,Husband,Married,Male,Radio producer,None,None
1,Virgo Lane,Susan,Townsend,14.0,Daughter,,Female,Student,None,
1,Virgo Lane,Jasmine,Townsend,12.0,Daughter,,Female,Student,None,
1,Virgo Lane,Georgia,Townsend,9.0,Daughter,,Female,Student,None,
1,Virgo Lane,Rosie,Townsend,4.0,Daughter,,Female,Child,None,
2,Virgo Lane,Alison,Wilson,30.0,Head,Single,Female,Unemployed,None,Catholic
2,Virgo Lane,Charles,Parkin,32.0,Partner,Single,Male,"Psychotherapist, child",None,Catholic
2,Virgo Lane,Liam,Wilson,11.0,Son,,Male,Student,None,
3,Virgo Lane,Beth,Harrison,38.0,Head,Divorced,Female,"Psychologist, prison and probation services",None,None
3,Virgo Lane,Georgina,Harrison,2.0,Daughter,,Female,Child,None,
3,Virgo Lane,Tina,Thomas,43.0,Lodger,Divorced,Female,Trading standards officer,Deaf,Christian
3,Virgo Lane,Geraldine,Holt,43.0,Visitor,Single,Female,Herbalist,None,Christian
4,Virgo Lane,Pauline,Taylor,52.0,Head,Married,Female,Catering manager,None,Christian
4,Virgo Lane,Alex,Taylor,57.0,Husband,Married,Male,Radio broadcast assistant,None,Christian
4,Virgo Lane,Tom,Taylor,20.0,Step-Son,Single,Male,Equality and diversity officer,None,Christian
4,Virgo Lane,Leon,Taylor,16.0,Step-Son,,Male,Student,None,
5,Virgo Lane,Harriet,Fletcher,25.0,Head,Married,Female,Stage manager,None,None
5,Virgo Lane,Trevor,Fletcher,27.0,Husband,Married,Male,"Journalist, newspaper",None,None
5,Virgo Lane,Danielle,Fletcher,1.0,Daughter,,Female,Child,None,
5,Virgo Lane,Sian,Murray,52.0,Lodger,Single,Female,"Therapist, art",None,Christian
5,Virgo Lane,Paul,Bailey,36.0,Lodger,Single,Male,Video editor,None,Catholic
5,Virgo Lane,Wayne,Cameron,21.0,Lodger,Divorced,Male,University Student,None,None
6,Virgo Lane,Graham,Donnelly,68.0,Head,Divorced,Male,"Retired Sales professional, IT",None,None
7,Virgo Lane,Irene,Turner,73.0,Head,Single,Female,Retired Multimedia programmer,None,Christian
8,Virgo Lane,Lynda,Stephens,44.0,Head,Married,Female,Market researcher,None,Christian
8,Virgo Lane,Justin,Byrne,47.0,Husband,Married,Male,Chartered public finance accountant,None,Christian
8,Virgo Lane,Jason,Stephens,20.0,Son,Single,Male,University Student,None,None
9,Virgo Lane,Maureen,Hicks,38.0,Head,Single,Female,"Conservation officer, historic buildings",None,Catholic
9,Virgo Lane,Louis,Vincent,42.0,Partner,Single,Male,"Research officer, trade union",None,Catholic
10,Virgo Lane,Anne,Burns,43.0,Head,Single,Female,Film/video editor,None,Catholic
10,Virgo Lane,Benjamin,Burns,17.0,Son,,Male,Student,None,
10,Virgo Lane,Graeme,Burns,13.0,Son,,Male,Student,None,
11,Virgo Lane,Jade,James,39.0,Head,Married,Female,Arts administrator,None,Methodist
11,Virgo Lane,Robert,James,41.0,Husband,Married,Male,Radiation protection practitioner,None,Methodist
11,Virgo Lane,Jamie,James,14.0,Son,,Male,Student,None,
11,Virgo Lane,Jason,James,11.0,Son,,Male,Student,None,
12,Virgo Lane,Hollie,Davis,55.0,Head,Divorced,Female,Unemployed,None,Christian
12,Virgo Lane,Oliver,Davis,19.0,Son,Single,Male,University Student,None,Christian
12,Virgo Lane,Gary,Davis,17.0,Son,,Male,Student,None,
12,Virgo Lane,Pauline,Howe-Davis,15.0,Daughter,,Female,Student,None,
12,Virgo Lane,Julie,Howe-Davis,14.0,Daughter,,Female,Student,None,
12,Virgo Lane,Conor,Howe-Davis,10.0,Son,,Male,Student,None,
12,Virgo Lane,Marc,Howe-Davis,4.0,Son,,Male,Child,None,
13,Virgo Lane,Katy,Browne,65.0,Head,Widowed,Female,Medical laboratory scientific officer,None,Christian
13,Virgo Lane,Paul,Browne,45.0,Adopted Son,Single,Male,Unemployed,None,None
13,Virgo Lane,Samantha,Browne,39.0,Daughter,Divorced,Female,"Social research officer, government",None,None
13,Virgo Lane,Christopher,Browne,36.0,Son,Single,Male,Housing manager/officer,None,Christian
13,Virgo Lane,Edward,Browne,30.0,Son,Widowed,Male,"Producer, radio",None,Christian
13,Virgo Lane,Lauren,Browne,27.0,Daughter,Divorced,Female,"Loss adjuster, chartered",None,None
1,York Lane,Dean,Parkin,23.0,Head,Married,Male,Unemployed,None,None
1,York Lane,Samantha,Parkin,24.0,Wife,Married,Female,Operational researcher,None,None
2,York Lane,Harriet,Spencer,50.0,Head,Single,Female,Telecommunications researcher,None,None
2,York Lane,Rachel,Spencer,24.0,Daughter,Single,Female,Barista,None,None
3,York Lane,Lee,Glover,25.0,Head,Married,Male,"Nurse, mental health",None,Methodist
3,York Lane,Sylvia, ,26.0,Wife,Married,Female,Broadcast journalist,None,None
4,York Lane,Christine,Harvey,39.0,Head,Married,Female,"Psychologist, occupational",None,Methodist
4,York Lane,Damian,Harvey,42.0,Husband,Married,Male,Amenity horticulturist,None,Methodist
4,York Lane,Jayne,Howe,22.0,Lodger,Single,Female,University Student,None,Methodist
4,York Lane,Marion,Carter,18.0,Lodger,Single,Female,Student,None,
4,York Lane,Michael,Herbert,38.0,Sibling,Single,Male,"Scientist, research (medical)",None,Methodist
5,York Lane,Duncan,Simmons,34.0,Head,Single,Male,"Geneticist, molecular",None,Methodist
5,York Lane,Irene,Duffy,31.0,Partner,Single,Female,Further education lecturer,None,None
6,York Lane,Phillip,Richards,29.0,Head,Married,Male,Osteopath,None,None
6,York Lane,Rachel,Richards,27.0,Wife,Married,Female,Public relations account executive,None,None
6,York Lane,Sheila,Richards,2.0,Daughter,,Female,Child,None,
6,York Lane,Dominic,Wright,34.0,Sibling,Single,Male,Patent examiner,None,None
7,York Lane,Sam,Taylor,46.0,Head,Married,Male,Horticultural consultant,None,Christian
7,York Lane,Angela,Taylor,47.0,Wife,Married,Female,Barrister,None,None
8,York Lane,Rosie,Robertson,47.0,Head,Married,Female,Insurance underwriter,None,None
8,York Lane,Benjamin,Robertson,48.0,Husband,Married,Male,Textile designer,None,None
9,York Lane,Rebecca,Richards,42.0,Head,Married,Female,"Administrator, Civil Service",None,Catholic
9,York Lane,Leslie,Richards,44.0,Husband,Married,Male,Astronomer,None,Catholic
10,York Lane,Toby,Ellis,43.0,Head,Single,Male,Corporate treasurer,None,None
10,York Lane,Gerard,Burrows,41.0,None,Single,Male,"Biochemist, clinical",None,Catholic
11,York Lane,Hannah,Clarke,75.0,Head,Divorced,Female,Retired Sports coach,None,Christian
12,York Lane,Victoria,Sanders,56.0,Head,Divorced,Female,Nutritional therapist,None,Christian
13,York Lane,Norman,Patterson,56.0,Head,Single,Male,"Editor, magazine features",None,None
13,York Lane,Callum,Walker-Patterson,10.0,Grandson,,Male,Student,None,
14,York Lane,Gail,Wilkinson,73.0,Head,Married,Female,"Retired Conservation officer, nature",None,Christian
14,York Lane,Simon,Wilkinson,76.0,Husband,Married,Male,Retired Field trials officer,None,Christian
15,York Lane,Tracy,Hutchinson,64.0,Head,Divorced,Female,Chief Executive Officer,None,None
15,York Lane,Gemma,Hutchinson,30.0,Daughter,Single,Female,"Scientist, research (medical)",None,None
16,York Lane,Margaret,Middleton,33.0,Head,Married,Female,Unemployed,None,Christian
16,York Lane,Stanley,Middleton,35.0,Husband,Married,Male,"Programmer, systems",None,None
16,York Lane,Joan,Middleton,6.0,Daughter,,Female,Student,None,
17,York Lane,Lindsey,Henderson,91.0,Head,Married,Female,"Retired Research officer, government",None,None
17,York Lane,Gavin,Henderson,94.0,Husband,Married,Male,Retired Futures trader,None,None
18,York Lane,Mandy,Harrison,52.0,Head,Single,Female,Games developer,None,Catholic
18,York Lane,Russell,Jackson,55.0,Partner,Single,Male,Stage manager,None,Catholic
19,York Lane,Joan,Jarvis,55.0,Head,Divorced,Female,"Civil engineer, contracting",None,Christian
19,York Lane,Tracey,Jarvis,25.0,Daughter,Single,Female,Retail buyer,None,Christian
19,York Lane,Wendy,Jarvis,21.0,Daughter,Widowed,Female,Unemployed,None,None
19,York Lane,Danielle,Jarvis,19.0,Daughter,Divorced,Female,University Student,None,Christian
20,York Lane,Francesca,Coates,47.0,Head,Divorced,Female,Medical secretary,None,Catholic
20,York Lane,Adrian,Coates,7.0,Son,,Male,Student,None,
20,York Lane,Cheryl,Coates,7.0,Daughter,,Female,Student,None,
21,York Lane,Charlotte,Thompson,48.0,Head,Divorced,Female,Graphic designer,None,Catholic
22,York Lane,Anna,Foster,66.0,Head,Widowed,Female,Unemployed,None,None
22,York Lane,Alice,Morris,17.0,Granddaughter,,Female,Student,None,
23,York Lane,Damien,Jones,52.0,Head,Single,Male,Radio broadcast assistant,None,Christian
24,York Lane,Vanessa,Barnes,38.0,Head,Single,Female,Environmental health practitioner,None,Christian
24,York Lane,Tony,McLean,38.0,Partner,Single,Male,Logistics and distribution manager,None,Christian
24,York Lane,Charlene,Barnes,21.0,Daughter,Single,Female,University Student,None,Christian
24,York Lane,Chelsea,Barnes,17.0,Daughter,,Female,Student,None,
24,York Lane,Rita,Barnes,16.0,Daughter,,Female,Student,None,
25,York Lane,Martin,Griffin,81.0,Head,Divorced,Male,Retired Electrical engineer,None,Christian
25,York Lane,David,Barnes,4.0,Grandson,,Male,Child,None,
26,York Lane,Jeffrey,Butler,21.0,Head,Single,Male,University Student,None,None
26,York Lane,Guy,Ford,20.0,None,Single,Male,University Student,None,None
27,York Lane,Brenda,Holt,73.0,Head,Widowed,Female,"Retired Civil engineer, contracting",None,None
28,York Lane,Robert,Parsons,34.0,Head,Single,Male,Control and instrumentation engineer,None,Catholic
29,York Lane,June,Wilkins,45.0,Head,Divorced,Female,Unemployed,None,None
29,York Lane,Diane,Wilkins,17.0,Daughter,,Female,Student,None,
29,York Lane,Darren,Wilkins,10.0,Son,,Male,Student,None,
29,York Lane,Gregory,Wilkins,10.0,Son,,Male,Student,None,
29,York Lane,Jean,Wilkins,7.0,Daughter,,Female,Student,None,
30,York Lane,Hannah,Hill,67.0,Head,Widowed,Female,"Pilot, airline",None,Christian
30,York Lane,Kenneth,Hill,36.0,Son,Single,Male,Energy engineer,None,Christian
31,York Lane,Abbie,Bartlett,90.0,Head,Widowed,Female,"Retired Teacher, adult education",None,None
32,York Lane,Connor,Davison,31.0,Head,Married,Male,Forensic psychologist,None,Christian
32,York Lane,Leah,Davison,31.0,Wife,Married,Female,Dentist,None,Christian
33,York Lane,Chloe,Collins,51.0,Head,Married,Female,Writer,None,Christian
33,York Lane,Gregory,Collins,52.0,Husband,Married,Male,Camera operator,None,None
33,York Lane,Cameron,Collins,16.0,Son,,Male,Student,None,
33,York Lane,Elliot,Fletcher,13.0,Son,,Male,Student,None,
33,York Lane,Valerie,Fletcher,11.0,Daughter,,Female,Student,None,
34,York Lane,Rosemary,Turner,20.0,Head,Single,Female,University Student,None,Catholic
34,York Lane,Paul,Porter,21.0,Partner,Single,Male,University Student,None,Catholic
35,York Lane,Stewart,Harper,48.0,Head,Married,Male,Youth worker,None,Christian
35,York Lane,Abbie,Harper,42.0,Wife,Married,Female,"Biochemist, clinical",None,Christian
36,York Lane,Phillip,Williams,78.0,Head,Married,Male,Retired Bonds trader,None,Catholic
36,York Lane,Jennifer,Williams,73.0,Wife,Married,Female,Retired Local government officer,None,None
37,York Lane,Charlie,Lamb,88.0,Head,Married,Male,"Retired Engineer, land",None,Christian
37,York Lane,Georgia,Lamb,85.0,Wife,Married,Female,Retired Furniture conservator/restorer,None,Christian
38,York Lane,Sam,Mitchell,60.0,Head,Married,Male,Personnel officer,None,None
38,York Lane,Jenna,Mitchell,58.0,Wife,Married,Female,Theatre stage manager,None,None
38,York Lane,Joseph,Frost,12.0,Nephew,,Male,Student,None,
39,York Lane,Simon,Barton,77.0,Head,Married,Male,Retired Animal nutritionist,None,Methodist
39,York Lane,Sally,Barton,75.0,Wife,Married,Female,Retired Economist,None,Methodist
40,York Lane,Damian,Hunter,75.0,Head,Married,Male,Retired Special effects artist,None,Methodist
40,York Lane,Marilyn,Hunter,72.0,Wife,Married,Female,"Retired Designer, exhibition/display",None,Methodist
41,York Lane,Trevor,Jones,61.0,Head,Married,Male,Print production planner,None,Methodist
41,York Lane,Kirsty,Jones,60.0,Wife,Married,Female,Geographical information systems officer,None,Methodist
41,York Lane,Lynda,Jones,30.0,Daughter,Single,Female,Occupational psychologist,None,Methodist
42,York Lane,Bradley,Birch,19.0,Head,Single,Male,University Student,None,Christian
42,York Lane,Connor,Duffy,21.0,None,Single,Male,University Student,None,None
43,York Lane,Joan,O'Neill,50.0,Head,Married,Female,Warehouse manager,None,Catholic
43,York Lane,Ricky,O'Neill,49.0,Husband,Married,Male,"Administrator, local government",None,Catholic
43,York Lane,Hollie,O'Neill,26.0,Daughter,Single,Female,Geographical information systems officer,None,None
43,York Lane,Patricia,Barnes-O'Neill,22.0,Daughter,Single,Female,University Student,None,Catholic
43,York Lane,Eric,Barnes-O'Neill,3.0,Son,,Male,Child,None,
44,York Lane,Karl,Johnson,45.0,Head,Single,Male,IT technical support officer,None,None
44,York Lane,Jacqueline,Davies,44.0,Partner,Single,Female,Merchant navy officer,None,None
45,York Lane,Lucy,Evans,53.0,Head,Single,Female,Oncologist,None,Christian
45,York Lane,Philip,Evans,22.0,Son,Single,Male,University Student,None,Christian
46,York Lane,Melanie,Edwards,25.0,Head,Single,Female,"Psychotherapist, dance movement",None,Methodist
46,York Lane,Gerald,Stevens,35.0,None,Single,Male,Graphic designer,None,Christian
47,York Lane,Gerard,Jackson,85.0,Head,Married,Male,"Retired Therapist, music",None,Christian
47,York Lane,Nicole,Jackson,85.0,Wife,Married,Female,Retired Public relations officer,None,None
48,York Lane,Stephanie,Smith,48.0,Head,Married,Female,Learning mentor,None,Methodist
48,York Lane,Clive,Smith,54.0,Husband,Married,Male,Unemployed,None,Methodist
49,York Lane,Joanne,Shaw,47.0,Head,Single,Female,Race relations officer,None,Catholic
49,York Lane,Declan,Kelly,47.0,Partner,Single,Male,Camera operator,None,Catholic
49,York Lane,Teresa,Shaw,15.0,Daughter,,Female,Student,None,
49,York Lane,Guy,Shaw,11.0,Son,,Male,Student,None,
49,York Lane,Ashleigh,Shaw,9.0,Daughter,,Female,Student,None,
49,York Lane,Jeremy,Shaw,8.0,Son,,Male,Student,None,
50,York Lane,Kyle,Shaw,84.0,Head,Married,Male,"Retired Restaurant manager, fast food",None,Christian
50,York Lane,Hollie,Shaw,83.0,Wife,Married,Female,Retired Sports development officer,None,None
51,York Lane,Eileen,Walker,63.0,Head,Divorced,Female,Chartered legal executive (England and Wales),None,Christian
51,York Lane,Pauline,Walker,30.0,Daughter,Single,Female,Radio broadcast assistant,None,Christian
52,York Lane,Carl,Stevenson-King,19.0,Head,Married,Male,Database administrator,None,Methodist
52,York Lane,Debra,Stevenson-King,19.0,Wife,Married,Female,University Student,None,None
53,York Lane,Shirley,Hale,74.0,Head,Married,Female,Retired Cabin crew,None,None
53,York Lane,Liam,Hale,80.0,Husband,Married,Male,Retired Housing manager/officer,None,None
54,York Lane,Margaret,Brennan,31.0,Head,Single,Female,Multimedia specialist,None,None
54,York Lane,Sean,Brennan,1.0,Son,,Male,Child,None,
55,York Lane,Sean,Gardner,39.0,Head,Single,Male,"Teacher, primary school",None,Catholic
55,York Lane,Susan,Peacock,39.0,Partner,Single,Female,Osteopath,None,None
56,York Lane,Roger,Evans,28.0,Head,Married,Male,Medical secretary,None,Jewish
56,York Lane,Lauren,Evans,24.0,Wife,Married,Female,"Education officer, environmental",None,Jewish
56,York Lane,Sarah,Evans,7.0,Daughter,,Female,Student,None,
57,York Lane,Molly,Lee,38.0,Head,Single,Female,Homeopath,None,None
57,York Lane,Gordon,Edwards,55.0,Visitor,Single,Male,"Production assistant, radio",None,None
57,York Lane,Andrea,Walker,50.0,Lodger,Single,Female,Retail buyer,None,None
57,York Lane,Louis,Brown,38.0,Lodger,Divorced,Male,"Accountant, chartered certified",None,None
58,York Lane,Sally,Russell,56.0,Head,Divorced,Female,"Optician, dispensing",None,Christian
58,York Lane,Patricia,Russell,12.0,Daughter,,Female,Student,None,
59,York Lane,Kyle,Pickering,37.0,Head,Married,Male,"Engineer, broadcasting (operations)",None,None
59,York Lane,Maria,Pickering,35.0,Wife,Married,Female,Education administrator,None,None
60,York Lane,Connor,Townsend,58.0,Head,Married,Male,Police officer,None,None
60,York Lane,Jasmine,Townsend,59.0,Wife,Married,Female,Newspaper journalist,None,None
61,York Lane,Gavin,Jones,54.0,Head,Married,Male,"Surveyor, hydrographic",None,Christian
61,York Lane,Hollie,Jones,50.0,Wife,Married,Female,Call centre manager,None,Christian
62,York Lane,Gail,Turner,38.0,Head,Married,Female,Unemployed,None,Christian
62,York Lane,Gareth,Turner,39.0,Husband,Married,Male,Financial risk analyst,None,None
62,York Lane,Dennis,Turner,8.0,Son,,Male,Student,None,
62,York Lane,Marilyn,Weston,58.0,Lodger,Single,Female,Chief Technology Officer,None,Christian
63,York Lane,Craig,Wallis,26.0,Head,Married,Male,"Surveyor, insurance",None,Christian
63,York Lane,Melissa,Wallis,26.0,Wife,Married,Female,Teaching laboratory technician,None,None
63,York Lane,Lewis,Begum,38.0,Lodger,Single,Male,Legal secretary,None,Christian
64,York Lane,Fiona,Howe,60.0,Head,Single,Female,Veterinary surgeon,None,None
64,York Lane,Declan,Richardson,58.0,Partner,Single,Male,Quantity surveyor,None,None
64,York Lane,Terry,Howe,24.0,Son,Single,Male,Logistics and distribution manager,None,None
64,York Lane,Kirsty,Howe,23.0,Daughter,Single,Female,Medical laboratory scientific officer,None,None
64,York Lane,Jean,Howe,16.0,Daughter,,Female,Student,None,
65,York Lane,Chloe,Knowles,36.0,Head,Divorced,Female,Petroleum engineer,None,Methodist
66,York Lane,Tracy,Davis,40.0,Head,Married,Female,Haematologist,None,None
66,York Lane,Denis,Davis,42.0,Husband,Married,Male,"Education officer, environmental",None,None
66,York Lane,Caroline,Davis,16.0,Daughter,,Female,Student,None,
67,York Lane,Jonathan,Hill,83.0,Head,Married,Male,Retired Government social research officer,None,Muslim
67,York Lane,Julie,Hill,78.0,Wife,Married,Female,Retired Product manager,None,Muslim
68,York Lane,Julia,Patel,70.0,Head,Single,Female,"Retired Social research officer, government",None,Catholic
69,York Lane,Victoria,Woodward,94.0,Head,Widowed,Female,Retired Bookseller,None,None
